Filename,Prediction,Actual,Predicted
real/a00_00d944fcae5a53a8-006-00.png,0.0,0,0
real/a00_00d944fcae5a53a8-008-00.png,5.9604645e-07,0,0
real/a00_010dea0abf86b5f3-017-00.png,0.0,0,0
real/a00_010dea0abf86b5f3-019-00.png,0.0,0,0
real/a00_010dea0abf86b5f3-040-00.png,0.0,0,0
real/a00_0119f9ad0612086f-002-00.png,0.0,0,0
real/a00_0119f9ad0612086f-033-00.png,0.0,0,0
real/a00_04313be3a8eaa151-029-00.png,0.0,0,0
real/a00_04366168ff44aea3-025-00.png,0.0,0,0
real/a00_04ea852c7217f37c-033-00.png,0.0,0,0
real/a00_06460faf4dcfb369-005-00.png,0.0,0,0
real/a00_07cbee97bb95e119-023-00.png,0.0,0,0
real/a00_07ce629427882ca4-026-00.png,0.0,0,0
real/a00_07ce629427882ca4-046-00.png,0.0,0,0
real/a00_08733db55157a841-027-00.png,0.0,0,0
real/a00_08733db55157a841-033-00.png,0.0,0,0
real/a00_08808947e3ccde83-006-00.png,0.0,0,0
real/a00_0896693c8e33cdbc-038-00.png,0.0,0,0
real/a00_08cbf2725567fbfa-006-00.png,1.1920929e-07,0,0
real/a00_08cbf2725567fbfa-009-00.png,4.7683716e-07,0,0
real/a00_08cbf2725567fbfa-040-00.png,8.165836e-05,0,0
real/a00_09c3be0350f6e42c-012-00.png,7.236004e-05,0,0
real/a00_09c3be0350f6e42c-013-00.png,1.1920929e-07,0,0
real/a00_0afeefb133317716-002-00.png,2.026558e-06,0,0
real/a00_0afeefb133317716-014-00.png,2.2172928e-05,0,0
real/a00_0bad7f2289994356-008-00.png,0.0,0,0
real/a00_0c768b2d79493ed1-000-00.png,1.1920929e-07,0,0
real/a00_0c768b2d79493ed1-009-00.png,0.0,0,0
real/a00_0c768b2d79493ed1-019-00.png,0.0,0,0
real/a00_0c768b2d79493ed1-026-00.png,0.0,0,0
real/a00_0e52455dcdf7f291-029-00.png,0.0,0,0
real/a00_0e905a6924575399-010-00.png,7.867813e-06,0,0
real/a00_0e905a6924575399-040-00.png,2.6226044e-06,0,0
real/a00_0ebcff9e9e3dba5d-005-00.png,0.0,0,0
real/a00_0ebcff9e9e3dba5d-026-00.png,0.0,0,0
real/a00_0ebcff9e9e3dba5d-040-00.png,0.0,0,0
real/a00_0ebcff9e9e3dba5d-043-00.png,0.0,0,0
real/a00_0ebe5cc842f5c0d3-036-00.png,0.0,0,0
real/a00_0f54e6fb10314c0c-002-00.png,0.0,0,0
real/a00_0f54e6fb10314c0c-027-00.png,0.0,0,0
real/a00_0f54e6fb10314c0c-037-00.png,0.0,0,0
real/a00_0f54e6fb10314c0c-043-00.png,0.0,0,0
real/a00_0fa8b694c534e059-039-00.png,0.0,0,0
real/a00_102e33c60002e988-003-00.png,1.1920929e-07,0,0
real/a00_10f5dab9bc5fc3c2-030-00.png,0.0,0,0
real/a00_10f5dab9bc5fc3c2-038-00.png,0.0,0,0
real/a00_1108ccf2890b96c3-001-00.png,0.0,0,0
real/a00_1108ccf2890b96c3-031-00.png,0.0,0,0
real/a00_1108ccf2890b96c3-044-00.png,0.0,0,0
real/a00_1135db8d1fb26016-009-00.png,0.0,0,0
real/a00_1135db8d1fb26016-038-00.png,0.0,0,0
real/a00_1135db8d1fb26016-043-00.png,0.0,0,0
real/a00_12a424d423a57392-013-00.png,2.9802322e-06,0,0
real/a00_12a424d423a57392-040-00.png,0.00043147802,0,0
real/a00_12e04ef780b7e50c-027-00.png,0.00016665459,0,0
real/a00_12e04ef780b7e50c-042-00.png,0.0970152,0,0
real/a00_12f43b5209329906-004-00.png,4.7683716e-06,0,0
real/a00_12f43b5209329906-008-00.png,2.3245811e-05,0,0
real/a00_12f43b5209329906-032-00.png,1.1920929e-07,0,0
real/a00_12f43b5209329906-035-00.png,2.3841858e-07,0,0
real/a00_13748b7cff24a9ef-001-00.png,0.0,0,0
real/a00_13748b7cff24a9ef-047-00.png,0.0,0,0
real/a00_13c845413e826275-014-00.png,0.0,0,0
real/a00_146848050335e83e-003-00.png,0.0,0,0
real/a00_146848050335e83e-033-00.png,0.0,0,0
real/a00_150ae959631f576d-008-00.png,0.0,0,0
real/a00_150ae959631f576d-044-00.png,0.0,0,0
real/a00_160215d99f0a70d5-008-00.png,0.0,0,0
real/a00_160215d99f0a70d5-036-00.png,0.0,0,0
real/a00_160bcfb710d208d4-000-00.png,0.0,0,0
real/a00_160bcfb710d208d4-016-00.png,8.6426735e-05,0,0
real/a00_162f13a8f8c64c73-010-00.png,0.0,0,0
real/a00_162f13a8f8c64c73-040-00.png,0.0,0,0
real/a00_163806329cc6f745-011-00.png,0.0,0,0
real/a00_163806329cc6f745-013-00.png,0.0,0,0
real/a00_163806329cc6f745-030-00.png,0.0,0,0
real/a00_163806329cc6f745-033-00.png,0.0,0,0
real/a00_16ceae2fc6129260-029-00.png,5.9604645e-07,0,0
real/a00_17fbb65cf7c3b723-032-00.png,0.0,0,0
real/a00_1828c2a912800a38-004-00.png,9.381771e-05,0,0
real/a00_1828c2a912800a38-014-00.png,1.4305115e-06,0,0
real/a00_1828c2a912800a38-045-00.png,2.6583672e-05,0,0
real/a00_18915b5586123f73-020-00.png,0.0,0,0
real/a00_19276d8903f379b0-006-00.png,0.0,0,0
real/a00_19276d8903f379b0-036-00.png,0.0,0,0
real/a00_1929822016fd1fc1-014-00.png,0.0,0,0
real/a00_1929822016fd1fc1-023-00.png,0.0,0,0
real/a00_193c81efb168c50f-015-00.png,0.0,0,0
real/a00_197dca103569ab07-017-00.png,0.0,0,0
real/a00_197dca103569ab07-032-00.png,0.0,0,0
real/a00_19c9bd032608d3ee-003-00.png,2.026558e-06,0,0
real/a00_1a81b12442a68f4c-020-00.png,0.0,0,0
real/a00_1a81b12442a68f4c-034-00.png,0.0,0,0
real/a00_1a81b12442a68f4c-037-00.png,0.0,0,0
real/a00_1a91d7bed146f82e-006-00.png,0.0021576881,0,0
real/a00_1b82906e02e911b2-034-00.png,0.0,0,0
real/a00_1b9432c998b08d43-000-00.png,0.0,0,0
real/a00_1b94338c6c8fb4cd-034-00.png,1.1920929e-07,0,0
real/a00_1b94338c6c8fb4cd-036-00.png,0.0,0,0
real/a00_1be08105f6b98a8d-006-00.png,1.9073486e-06,0,0
real/a00_1c126a01b9bb8a77-031-00.png,0.00032174587,0,0
real/a00_1cd55fc4af0efade-016-00.png,2.3841858e-07,0,0
real/a00_1cd55fc4af0efade-032-00.png,0.0,0,0
real/a00_1daa0b07b90c3929-036-00.png,0.0,0,0
real/a00_1daa0b07b90c3929-040-00.png,0.0,0,0
real/a00_1eaa55a4e6f9d763-027-00.png,0.0,0,0
real/a00_1eaa55a4e6f9d763-045-00.png,2.9802322e-06,0,0
real/a00_1fe8249533462655-006-00.png,1.1920929e-07,0,0
real/a00_1fe8249533462655-008-01.png,0.00048840046,0,0
real/a00_1fe8249533462655-030-00.png,1.1920929e-07,0,0
real/a00_1fe8249533462655-031-00.png,0.0,0,0
real/a00_20eb755b68cb9ece-006-00.png,0.00014138222,0,0
real/a00_20eb755b68cb9ece-045-00.png,2.4199486e-05,0,0
real/a00_212c610354b976fe-010-00.png,0.0,0,0
real/a00_21f2e0a5f85e7083-028-00.png,3.9219856e-05,0,0
real/a00_22ee519b875365d5-017-00.png,0.00014853477,0,0
real/a00_22ee519b875365d5-033-00.png,0.0009223223,0,0
real/a00_23c9f93214381f06-015-00.png,2.6106834e-05,0,0
real/a00_23c9f93214381f06-038-00.png,3.5762787e-07,0,0
real/a00_23c9f93214381f06-046-00.png,0.0,0,0
real/a00_240d6e492a205984-003-00.png,0.0,0,0
real/a00_240d6e492a205984-010-00.png,0.0,0,0
real/a00_240d6e492a205984-015-00.png,0.0,0,0
real/a00_240d6e492a205984-043-00.png,0.0,0,0
real/a00_2479d6c1cbba083b-029-00.png,0.0,0,0
real/a00_249b650a365cec31-012-00.png,0.0,0,0
real/a00_249b650a365cec31-016-00.png,0.0,0,0
real/a00_24b925e805b59348-016-00.png,0.0,0,0
real/a00_25d0622924a3e57d-017-00.png,0.0,0,0
real/a00_25d0622924a3e57d-019-00.png,0.0,0,0
real/a00_26362b65b640e2c7-033-00.png,2.3722649e-05,0,0
real/a00_26362b65b640e2c7-036-00.png,4.7683716e-06,0,0
real/a00_2644f3c8d89fc12a-018-00.png,0.00082689524,0,0
real/a00_267a535cfb3dd0fc-011-00.png,0.0,0,0
real/a00_267a535cfb3dd0fc-013-00.png,0.0,0,0
real/a00_26bf8bc51ffa4ef3-016-00.png,0.0,0,0
real/a00_26e40c6c3cc15101-040-00.png,2.3841858e-05,0,0
real/a00_27283e78c427830b-022-00.png,7.390976e-06,0,0
real/a00_27283e78c427830b-043-00.png,1.6093254e-05,0,0
real/a00_27f0652c67d1b5bd-000-00.png,4.2676926e-05,0,0
real/a00_27f0652c67d1b5bd-020-00.png,0.0,0,0
real/a00_27f0652c67d1b5bd-022-00.png,0.0,0,0
real/a00_282e942de30d1b0d-018-00.png,0.0,0,0
real/a00_28689b9b36159b06-012-00.png,0.0,0,0
real/a00_28689b9b36159b06-033-00.png,0.0,0,0
real/a00_28689b9b36159b06-040-00.png,0.0,0,0
real/a00_28bbed5a8bb0e60d-007-00.png,1.7881393e-06,0,0
real/a00_28e92841934687b2-014-00.png,6.0796738e-06,0,0
real/a00_28e92841934687b2-023-00.png,2.2649765e-06,0,0
real/a00_294734282f7d77f7-038-00.png,0.0,0,0
real/a00_2a036aa20988ea87-008-00.png,0.0,0,0
real/a00_2a036aa20988ea87-020-00.png,1.1920929e-07,0,0
real/a00_2af4a4fe8ef72cec-036-00.png,1.9669533e-05,0,0
real/a00_2af4a4fe8ef72cec-042-00.png,2.503395e-06,0,0
real/a00_2b17b56c6478b7ad-023-00.png,0.0,0,0
real/a00_2d1e026313731100-045-00.png,1.1920929e-07,0,0
real/a00_2d640393d45c63c7-011-00.png,0.0,0,0
real/a00_2d640393d45c63c7-024-00.png,0.0,0,0
real/a00_2d6c4270e361945c-025-00.png,0.002542913,0,0
real/a00_2dca441c7ca3490f-007-00.png,5.6028366e-06,0,0
real/a00_2dca441c7ca3490f-011-00.png,6.3180923e-06,0,0
real/a00_2dca441c7ca3490f-029-00.png,7.104874e-05,0,0
real/a00_2dca441c7ca3490f-043-00.png,1.1920929e-07,0,0
real/a00_2e1eba3f3742fb90-013-00.png,0.0,0,0
real/a00_2e3e094c0a29054f-010-00.png,0.0,0,0
real/a00_2e3e094c0a29054f-036-00.png,0.0,0,0
real/a00_2f09779a3ab7ffa9-010-00.png,2.9563904e-05,0,0
real/a00_2faf884774aa0e6f-001-00.png,0.0,0,0
real/a00_2faf884774aa0e6f-045-00.png,0.0,0,0
real/a00_30b632439d751e12-047-00.png,0.0,0,0
real/a00_32669ac5d38eeb22-012-00.png,0.0038132071,0,0
real/a00_326b8d65f8678680-019-00.png,0.0,0,0
real/a00_326b8d65f8678680-029-00.png,0.0,0,0
real/a00_32dcbc1f345c22dc-009-00.png,0.0,0,0
real/a00_32dcbc1f345c22dc-010-00.png,0.0,0,0
real/a00_343e6d6d8fd3dfe4-007-00.png,1.1920929e-07,0,0
real/a00_343e6d6d8fd3dfe4-012-00.png,0.0,0,0
real/a00_3500c69ed8665eea-001-00.png,0.00043815374,0,0
real/a00_3500c69ed8665eea-014-00.png,3.8981438e-05,0,0
real/a00_3500c69ed8665eea-042-00.png,6.556511e-06,0,0
real/a00_354d1dea1542933c-000-00.png,0.0,0,0
real/a00_3576c2360cc48a45-018-00.png,0.0,0,0
real/a00_36f38e35c9a6ce9b-010-00.png,0.0,0,0
real/a00_36f38e35c9a6ce9b-044-00.png,0.0,0,0
real/a00_378220f160cdd9d1-012-00.png,0.0,0,0
real/a00_378220f160cdd9d1-018-00.png,0.0,0,0
real/a00_378220f160cdd9d1-045-00.png,0.0,0,0
real/a00_3838c22aba701c49-000-00.png,0.0047941804,0,0
real/a00_3838c22aba701c49-014-00.png,1.1920929e-07,0,0
real/a00_3838c22aba701c49-035-00.png,3.5762787e-07,0,0
real/a00_3a18bac3899de16a-002-00.png,2.9325485e-05,0,0
real/a00_3a86bb0576404cea-003-01.png,0.9887013,0,1
real/a00_3abdaff47f251f59-020-00.png,0.0,0,0
real/a00_3e1bb8205e151771-000-00.png,5.722046e-06,0,0
real/a00_3e44abb7ad0e5225-008-00.png,0.0006657243,0,0
real/a00_3e44abb7ad0e5225-015-00.png,0.00021237135,0,0
real/a00_3e44abb7ad0e5225-018-00.png,0.0,0,0
real/a00_3f01968c24820035-021-00.png,0.0,0,0
real/a00_3f01968c24820035-026-00.png,0.0,0,0
real/a00_3f01968c24820035-028-00.png,0.0,0,0
real/a00_3f01968c24820035-040-00.png,0.0,0,0
real/a00_3f43f5aa2c76fe0a-031-00.png,0.0,0,0
real/a00_3f43f5aa2c76fe0a-032-00.png,0.0,0,0
real/a00_3f43f5aa2c76fe0a-042-00.png,0.0,0,0
real/a00_3f70b0e58cfd827d-027-00.png,1.1920929e-07,0,0
real/a00_3f77b9e9798ef74c-012-00.png,1.1920929e-07,0,0
real/a00_3f77b9e9798ef74c-019-00.png,0.0,0,0
real/a00_4078ff3ebd237d30-037-00.png,1.1920929e-06,0,0
real/a00_409fa65e228649b8-039-00.png,0.0,0,0
real/a00_42314ebd1e907592-000-00.png,1.1920929e-07,0,0
real/a00_43547f82896f6470-001-00.png,2.3841858e-07,0,0
real/a00_43547f82896f6470-011-00.png,3.5762787e-07,0,0
real/a00_440844665fa7f3fa-010-00.png,0.0,0,0
real/a00_450eee730affc713-006-00.png,0.0,0,0
real/a00_450eee730affc713-025-00.png,0.0,0,0
real/a00_45ea9e9e94a6b113-022-00.png,2.1338463e-05,0,0
real/a00_45f47ec0fcf7ad10-028-00.png,0.0,0,0
real/a00_45f47ec0fcf7ad10-037-01.png,0.105442345,0,0
real/a00_461b7954851b1dbf-024-00.png,0.0,0,0
real/a00_461b7954851b1dbf-039-00.png,0.0,0,0
real/a00_466ddcd7a423b726-010-00.png,1.9073486e-06,0,0
real/a00_466ddcd7a423b726-011-00.png,0.00024789572,0,0
real/a00_466ddcd7a423b726-021-00.png,0.0,0,0
real/a00_46f4e08ccbf1b935-000-00.png,2.3841858e-06,0,0
real/a00_46f4e08ccbf1b935-020-00.png,0.0,0,0
real/a00_46f4e08ccbf1b935-024-00.png,0.0,0,0
real/a00_4727b6372a546321-016-00.png,0.0,0,0
real/a00_47a327e24881c1b5-048-00.png,8.46386e-06,0,0
real/a00_487b6f0c24c63cc0-000-00.png,2.3841858e-07,0,0
real/a00_487b6f0c24c63cc0-020-00.png,0.0,0,0
real/a00_48c71efa61d1f5cd-003-00.png,0.0,0,0
real/a00_48c71efa61d1f5cd-023-00.png,0.0,0,0
real/a00_4af639cad90448df-031-00.png,0.0,0,0
real/a00_4af639cad90448df-039-00.png,0.0,0,0
real/a00_4b5d128c68cfa6f5-037-00.png,4.6491623e-06,0,0
real/a00_4bdfd70c833110bd-017-00.png,1.1920929e-07,0,0
real/a00_4bdfd70c833110bd-032-00.png,0.0,0,0
real/a00_4bdfd70c833110bd-046-00.png,0.0,0,0
real/a00_4cb8e86aa535a75a-002-00.png,0.0,0,0
real/a00_4cb8e86aa535a75a-049-00.png,0.0,0,0
real/a00_4d63aa9cbc3fac2e-012-00.png,0.0,0,0
real/a00_4dcca3777317774a-005-00.png,0.0,0,0
real/a00_4dcca3777317774a-031-00.png,1.1920929e-07,0,0
