filename,srcDataSource,trgDataSource,videoType,new_label,label,size,frame_count,fps,duration,images
9149e78016d11aeb.mp4,professional,professional,Type-1,1,pp1,2963,290,24,12.08,13
eacc6b7d3bdb8b39.mp4,professional,professional,Type-1,1,pp1,2832,290,24,12.08,13
026646a4eb385e50.mp4,professional,professional,Type-1,1,pp1,8697,290,24,12.08,13
8d2db652940a8dc8.mp4,professional,professional,Type-1,1,pp1,2445,290,24,12.08,13
baf6dcb6e2196efa.mp4,professional,professional,Type-1,1,pp1,3712,290,24,12.08,13
2c33dc22e961f0d7.mp4,professional,professional,Type-2,1,pp2,2632,314,24,13.08,14
e4ed78bc2aa92b40.mp4,professional,professional,Type-2,1,pp2,2188,314,24,13.08,14
77fb2d049f234fbd.mp4,professional,professional,Type-2,1,pp2,3357,314,24,13.08,14
5fb85b52c7d4d045.mp4,professional,professional,Type-2,1,pp2,6154,314,24,13.08,14
c0ed568e0489acd1.mp4,professional,professional,Type-2,1,pp2,3960,314,24,13.08,14
2f84ad790fb663c3.mp4,professional,professional,Type-1,1,pp1,2948,246,24,10.25,11
dddc115f2cfaa114.mp4,professional,professional,Type-1,1,pp1,2326,246,24,10.25,11
dfbe8e9b46aa95f2.mp4,professional,professional,Type-1,1,pp1,3691,246,24,10.25,11
b8397ecd1918d8c7.mp4,professional,professional,Type-1,1,pp1,2512,246,24,10.25,11
22242961a36560ba.mp4,professional,professional,Type-1,1,pp1,3452,246,24,10.25,11
efe7113fb2ff3225.mp4,professional,professional,Type-1,1,pp1,2926,291,24,12.12,13
7ac279e244bfe17f.mp4,professional,professional,Type-1,1,pp1,5316,291,24,12.12,13
05cfe3a5d0acdaa9.mp4,professional,professional,Type-1,1,pp1,5268,291,24,12.12,13
4c7db532afa41af1.mp4,professional,professional,Type-1,1,pp1,2330,291,24,12.12,13
8e4ecd88a1a32974.mp4,professional,professional,Type-1,1,pp1,6880,291,24,12.12,13
911f7bd7f62e18d6.mp4,professional,professional,Type-2,1,pp2,2631,289,24,12.04,13
4ce8595720eac4e5.mp4,professional,professional,Type-2,1,pp2,33914,289,24,12.04,13
dc276552da7ef079.mp4,professional,professional,Type-2,1,pp2,6510,289,24,12.04,13
4c50a2f06eae536b.mp4,professional,professional,Type-2,1,pp2,3278,289,24,12.04,13
ef175aa993c44e5e.mp4,professional,professional,Type-2,1,pp2,3914,289,24,12.04,13
50950e820cd04abf.mp4,professional,professional,Type-2,1,pp2,2681,244,24,10.17,11
14a98ec3ccf69c9d.mp4,professional,professional,Type-2,1,pp2,3661,244,24,10.17,11
45d0d373cc58fb49.mp4,professional,professional,Type-2,1,pp2,2913,244,24,10.17,11
2cd45c3ed3a8eaed.mp4,professional,professional,Type-2,1,pp2,4944,244,24,10.17,11
0b4e28407c222fe2.mp4,professional,professional,Type-2,1,pp2,5409,244,24,10.17,11
c7d85cb8e271057e.mp4,professional,professional,Type-1,1,pp1,3608,291,24,12.12,13
10937aea21ac0351.mp4,professional,professional,Type-1,1,pp1,7267,291,24,12.12,13
9ba1718adeba64a9.mp4,professional,professional,Type-1,1,pp1,4136,291,24,12.12,13
86258427002a0fb9.mp4,professional,professional,Type-1,1,pp1,2534,291,24,12.12,13
213503b9f0c67e27.mp4,professional,professional,Type-1,1,pp1,2290,291,24,12.12,13
e15df21d9076a1e9.mp4,professional,professional,Type-1,1,pp1,594,292,24,12.17,13
5dd2c27a2ad7b82e.mp4,professional,professional,Type-1,1,pp1,895,292,24,12.17,13
67a254e0395ed4dc.mp4,professional,professional,Type-1,1,pp1,505,292,24,12.17,13
c9df071111d488df.mp4,professional,professional,Type-1,1,pp1,501,292,24,12.17,13
bb64afc1836d070a.mp4,professional,professional,Type-1,1,pp1,3266,292,24,12.17,13
05ac1a2f7435cd7b.mp4,professional,professional,Type-2,1,pp2,3030,244,24,10.17,11
e8c3c060408d427d.mp4,professional,professional,Type-2,1,pp2,5137,244,24,10.17,11
009d0a399a705fa6.mp4,professional,professional,Type-2,1,pp2,3008,244,24,10.17,11
a3efb413db80b546.mp4,professional,professional,Type-2,1,pp2,2470,244,24,10.17,11
c9e3016c721e0d5d.mp4,professional,professional,Type-2,1,pp2,3871,244,24,10.17,11
2bc001ee13683ecb.mp4,professional,professional,Type-2,1,pp2,3190,246,24,10.25,11
46f92e4c55f51524.mp4,professional,professional,Type-2,1,pp2,2455,246,24,10.25,11
3be0e0107a71f489.mp4,professional,professional,Type-2,1,pp2,5738,246,24,10.25,11
b9505f027ce090fd.mp4,professional,professional,Type-2,1,pp2,38225,246,24,10.25,11
